Chocolat chaud espagnol;https://www.marmiton.org/recettes/recette_chocolat-chaud-espagnol_222003.aspx
Smoothie mangue;https://www.marmiton.org/recettes/recette_smoothie-mangue_328232.aspx
Karkadé de fleurs d'hibiscus (Egypte);https://www.marmiton.org/recettes/recette_karkade-fleurs-hibiscus-egypte_12729.aspx
Smoothie vert kiwi épinard banane;https://www.marmiton.org/recettes/recette_smoothie-vert-kiwi-epinard-banane_224655.aspx
Eau rafraichissante à la menthe;https://www.marmiton.org/recettes/recette_eau-rafraichissante-a-la-menthe_170051.aspx
Smoothie pomme banane coco vanille;https://www.marmiton.org/recettes/recette_smoothie-pomme-banane-coco-vanille_318895.aspx
Vin chaud sans alcool (spécial marché de Noël !);https://www.marmiton.org/recettes/recette_vin-chaud-sans-alcool-special-marche-de-noel_165527.aspx
Chocolat frappé facile;https://www.marmiton.org/recettes/recette_frappe-au-chocolat_311161.aspx
Punch de Noël;https://www.marmiton.org/recettes/recette_punch-de-noel_379254.aspx
Liqueur de mirabelles;https://www.marmiton.org/recettes/recette_liqueur-de-mirabelles_52479.aspx
Liqueur 44;https://www.marmiton.org/recettes/recette_liqueur-44_13644.aspx
Thé glacé à la pêche;https://www.marmiton.org/recettes/recette_the-glace-a-la-peche_325678.aspx
Liqueur de roses;https://www.marmiton.org/recettes/recette_liqueur-de-roses_12960.aspx
Liqueur de Noix à l'eau de vie.;https://www.marmiton.org/recettes/recette_liqueur-de-noix-a-l-eau-de-vie_14247.aspx
Prunes à l'eau de vie;https://www.marmiton.org/recettes/recette_prunes-a-l-eau-de-vie_18593.aspx
Vin de cerises;https://www.marmiton.org/recettes/recette_vin-de-cerises_17098.aspx
Dalgona coffee (café fouetté);https://www.marmiton.org/recettes/recette_dalgona-cafe_392418.aspx
Jus de bissap;https://www.marmiton.org/recettes/recette_jus-de-bissap_51124.aspx
Smoothie ultra-simple banane-framboise;https://www.marmiton.org/recettes/recette_smoothie-ultra-simple-banane-framboise_63970.aspx
Chocolat chaud aux guimauves;https://www.marmiton.org/recettes/recette_chocolat-chaud-aux-guimauves_50740.aspx
Smoothie aux fruits et fromage blanc (protéiné);https://www.marmiton.org/recettes/recette_smoothie-aux-fruits-et-fromage-blanc-proteine_80904.aspx
Crème de Limoncello de la Zia Fiorella;https://www.marmiton.org/recettes/recette_creme-de-limoncello-de-la-zia-fiorella_229996.aspx
Sirop de café;https://www.marmiton.org/recettes/recette_sirop-de-cafe_16428.aspx
Liqueur d'oeuf ou 'avocat';https://www.marmiton.org/recettes/recette_liqueur-d-oeuf-ou-avocat_20223.aspx
Recette smoothie Kiwi, Pomme.;https://www.marmiton.org/recettes/recette_recette-smoothie-kiwi-pomme_350137.aspx
Liqueur à la mûre;https://www.marmiton.org/recettes/recette_liqueur-a-la-mure_21084.aspx
Smoothie tropical (mangue-banane);https://www.marmiton.org/recettes/recette_smoothie-tropical-mangue-banane_229684.aspx
Limoncello;https://www.marmiton.org/recettes/recette_limoncello_14829.aspx
Liqueur de châtaignes;https://www.marmiton.org/recettes/recette_liqueur-de-chataignes_39299.aspx
