Recette,Lien recette
Pâtes au porc et au curry,https://www.marmiton.org/recettes/recette_pates-au-porc-et-au-curry_27478.aspx
Soupe de poisson au safran,https://www.marmiton.org/recettes/recette_soupe-de-poisson-au-safran_21047.aspx
Tournedos poêlés et quenelles de carottes,https://www.marmiton.org/recettes/recette_tournedos-poeles-et-quenelles-de-carottes_18935.aspx
Camembert et poitrine fumée en croûte,https://www.marmiton.org/recettes/recette_camembert-en-croute-au-miel-et-ail_535087.aspx
Courgettes rondes farcies au saumon,https://www.marmiton.org/recettes/recette_courgettes-rondes-farcies-au-saumon_228443.aspx
Filet mignon de porc au maroilles d'Eva,https://www.marmiton.org/recettes/recette_filet-mignon-de-porc-au-maroilles_15759.aspx
Hachis de canard confit,https://www.marmiton.org/recettes/recette_hachis-de-canard-confit_71282.aspx
Lasagne à la bolognaise,https://www.marmiton.org/recettes/recette_lasagne-a-la-bolognaise_72813.aspx
Risotto vert blanc rouge,https://www.marmiton.org/recettes/recette_risotto-vert-blanc-rouge_253941.aspx
Tartiflette,https://www.marmiton.org/recettes/recette_tartiflette_10514.aspx
Avocat thon-crevettes,https://www.marmiton.org/recettes/recette_avocat-thon-crevettes_232858.aspx
Bouchées au foie gras,https://www.marmiton.org/recettes/recette_bouchees-au-foie-gras_85279.aspx
Cannelloni de poireaux,https://www.marmiton.org/recettes/recette_cannelloni-de-poireaux_20565.aspx
Cassolettes de langoustines et crevettes en croûte,https://www.marmiton.org/recettes/recette_cassolettes-de-langoustines-et-crevettes-en-croute_55307.aspx
Cuisse de dinde rôtie,https://www.marmiton.org/recettes/recette_cuisse-de-dinde-rotie_56773.aspx
Fondue au munster,https://www.marmiton.org/recettes/recette_fondue-au-munster_59301.aspx
Hachis parmentier au corned beef,https://www.marmiton.org/recettes/recette_hachis-parmentier-au-corned-beef_219961.aspx
Huîtres chaudes sur fondue de poireaux au camembert,https://www.marmiton.org/recettes/recette_huitres-chaudes-sur-fondue-de-poireaux-au-camembert_26439.aspx
Lasagnes chèvre lardons tomates,https://www.marmiton.org/recettes/recette_lasagnes-chevre-lardons-tomates_66422.aspx
Lasagnes épinards - chèvre - lardons faciles,https://www.marmiton.org/recettes/recette_lasagnes-epinards-chevre-lardons-faciles_34113.aspx
Magret de canard au cidre,https://www.marmiton.org/recettes/recette_magret-de-canard-au-cidre_15173.aspx
Mijoté de boeuf au Companion,https://www.marmiton.org/recettes/recette_mijote-de-boeuf-au-companion_383221.aspx
Mijoté de boeuf au Monsieur Cuisine,https://www.marmiton.org/recettes/recette_mijote-de-boeuf-au-monsieur-cuisine_383223.aspx
Mijoté de poulet aux légumes au Monsieur Cuisine,https://www.marmiton.org/recettes/recette_mijote-de-poulet-aux-legumes-au-monsieur-cuisine_383363.aspx
Paëlla géante cuite au feu de bois,https://www.marmiton.org/recettes/recette_paella-geante-feu-de-bois_223738.aspx
Papillotes de poisson délicieuses,https://www.marmiton.org/recettes/recette_papillotes-de-poisson-delicieuses_20505.aspx
Pâtes au brocoli & fromage frais,https://www.marmiton.org/recettes/recette_pates-au-brocoli-fromage-frais_392157.aspx
Pâtes aux tomates et au curry,https://www.marmiton.org/recettes/recette_pates-aux-tomates-et-au-curry_66842.aspx
Pintade choucroute,https://www.marmiton.org/recettes/recette_pintade-choucroute_18795.aspx
"Pizza poulet, ananas et curry",https://www.marmiton.org/recettes/recette_pizza-poulet-ananas-et-curry_348064.aspx
Poivrons farcis aux légumes,https://www.marmiton.org/recettes/recette_poivrons-farcis-aux-legumes_31033.aspx
Poulet au vin blanc et oignons,https://www.marmiton.org/recettes/recette_poulet-au-vin-blanc-et-oignons_22571.aspx
Poulet léger au fromage de chèvre,https://www.marmiton.org/recettes/recette_poulet-leger-au-fromage-de-chevre_17726.aspx
Poulet Tandoori,https://www.marmiton.org/recettes/recette_poulet-tandoori_13590.aspx
Risotto de quinoa aux champignons,https://www.marmiton.org/recettes/recette_risotto-de-quinoa-aux-champignons_41749.aspx
Riz cantonais et sauce au beurre de cacahuète,https://www.marmiton.org/recettes/recette_riz-cantonais-et-sauce-au-beurre-de-cacahuete_57088.aspx
"Roti de porc, petits pois, carottes, pommes de terre (frich'ti)",https://www.marmiton.org/recettes/recette_roti-de-porc-petits-pois-carottes-pommes-de-terre-frich-ti_81189.aspx
Roulé d'escalope au jambon fumé,https://www.marmiton.org/recettes/recette_roule-d-escalope-au-jambon-fume_225700.aspx
Saint-jacques au ratafia,https://www.marmiton.org/recettes/recette_saint-jacques-au-ratafia_34727.aspx
Soupe chinoise à la poule,https://www.marmiton.org/recettes/recette_soupe-chinoise-a-la-poule_218977.aspx
Spaghetti à l'ail et au basilic,https://www.marmiton.org/recettes/recette_spaghetti-a-l-ail-et-au-basilic_16323.aspx
"Tagliatelles aux crevettes et noix de pétoncle, sauce safranée",https://www.marmiton.org/recettes/recette_tagliatelles-aux-crevettes-et-noix-de-petoncle-sauce-safranee_21489.aspx
Tagliatelles aux poireaux et à la sauce beurre de cacahuètes,https://www.marmiton.org/recettes/recette_tagliatelles-aux-poireaux-et-a-la-sauce-beurre-de-cacahuetes_46970.aspx
Tajine saharien,https://www.marmiton.org/recettes/recette_tajine-saharien_45837.aspx
Tomates farcies et pommes de terre,https://www.marmiton.org/recettes/recette_tomates-farcies-et-pommes-de-terre_223485.aspx
Blancs de poulet au poivron rouge,https://www.marmiton.org/recettes/recette_blancs-de-poulet-au-poivron-rouge_58339.aspx
Brochettes de filet mignon à la japonaise,https://www.marmiton.org/recettes/recette_brochettes-de-filet-mignon-a-la-japonaise_334941.aspx
Crevettes (scampis) sur nid de pâtes en sauce au parmesan,https://www.marmiton.org/recettes/recette_crevettes-scampis-sur-nid-de-pates-en-sauce-au-parmesan_95675.aspx
Filets de barbue à l'indienne,https://www.marmiton.org/recettes/recette_filets-de-barbue-a-l-indienne_49058.aspx
Parfait de foies de volailles aux myrtilles,https://www.marmiton.org/recettes/recette_parfait-de-foies-de-volailles-aux-myrtilles_84564.aspx
Pâtes en couleur au jambon et lard,https://www.marmiton.org/recettes/recette_pates-en-couleures-au-jambon-et-lard_83853.aspx
Pâtes épicées,https://www.marmiton.org/recettes/recette_pates-epicees_82643.aspx
Risotto aux petits pois et au parmesan,https://www.marmiton.org/recettes/recette_risotto-aux-petits-pois-et-au-parmesan_27971.aspx
Riz colonial,https://www.marmiton.org/recettes/recette_riz-colonial_48234.aspx
Saint-Jacques en petit pain,https://www.marmiton.org/recettes/recette_saint-jacques-en-petit-pain_15238.aspx
Saumon mi-cuit à l'orange,https://www.marmiton.org/recettes/recette_saumon-mi-cuit-a-l-orange_372386.aspx
Stir-fry de nouilles a la thailandaise,https://www.marmiton.org/recettes/recette_stir-fry-de-nouilles-a-la-thailandaise_11186.aspx
"Tagliatelles aux épinards, à la féta et au saumon fumé",https://www.marmiton.org/recettes/recette_tagliatelles-aux-epinards-a-la-feta-et-au-saumon-fume_195657.aspx
Tajine d'agneau aux fèves,https://www.marmiton.org/recettes/recette_tajine-d-agneau-aux-feves_14559.aspx
Champignon farci au fromage à raclette,https://www.marmiton.org/recettes/recette_champignon-farci-au-fromage-a-raclette_65531.aspx
Ficelle picarde,https://www.marmiton.org/recettes/recette_ficelle-picarde_13187.aspx
"Gratin de pâtes aux champignons, raclette et jambon (cuisine des restes)",https://www.marmiton.org/recettes/recette_gratin-de-pates-aux-champignons-raclette-et-jambon-cuisine-des-restes_343807.aspx
Penne aux pleurotes et à la courgette,https://www.marmiton.org/recettes/recette_penne-aux-pleurotes-et-a-la-courgette_29588.aspx
Poivrons farcis au poulet et tomates.,https://www.marmiton.org/recettes/recette_poivrons-farcis-au-poulet-et-tomates_23340.aspx
Poulet en papillote sauce soja et gingembre,https://www.marmiton.org/recettes/recette_poulet-en-papillote-sauce-soja-et-gingembre_224133.aspx
"Terrine de la mer au cabillaud, noix de pétoncle et crevettes",https://www.marmiton.org/recettes/recette_terrine-de-la-mer-au-cabillaud-noix-de-petoncle-et-crevettes_337658.aspx
Chipirons Basquaise d'Isabelle,https://www.marmiton.org/recettes/recette_chipirons-basquaise-d-isabelle_212214.aspx
Mille-feuille de foie gras,https://www.marmiton.org/recettes/recette_mille-feuille-de-foie-gras_33951.aspx
Salade de Tortis au Pesto et au jambon de parme,https://www.marmiton.org/recettes/recette_salade-de-tortis-au-pesto-et-au-jambon-de-parme_67524.aspx
Andouillette aux champignons sauce moutarde,https://www.marmiton.org/recettes/recette_andouillette-aux-champignons-sauce-moutarde_323358.aspx
Beignets Tempura au calamar et aux légumes (Japonais),https://www.marmiton.org/recettes/recette_beignets-tempura-au-calamar-et-aux-legumes-japonais_21507.aspx
Brochette de volaille au miel par Laurent Mariotte,https://www.marmiton.org/recettes/recette_brochette-de-volaille-au-miel-par-laurent-mariotte_531357.aspx
Brochettes de calamars,https://www.marmiton.org/recettes/recette_brochettes-de-calamars_336105.aspx
Cailles sur canapés,https://www.marmiton.org/recettes/recette_cailles-sur-canapes_83602.aspx
Calamars à l'encre et soufflé de persil,https://www.marmiton.org/recettes/recette_calamars-a-l-encre-et-souffle-de-persil_14365.aspx
Cassoulet espagnol,https://www.marmiton.org/recettes/recette_cassoulet-espagnol_15528.aspx
Chou farci aux légumes jambon et lardons,https://www.marmiton.org/recettes/recette_chou-farci-aux-legumes-jambon-et-lardons_218803.aspx
Coeur d'agneau à la chinoise,https://www.marmiton.org/recettes/recette_coeur-d-agneau-a-la-chinoise_41620.aspx
Côtelettes de porc au four,https://www.marmiton.org/recettes/recette_cotelettes-de-porc-au-four_14860.aspx
Crabe à la chinoise,https://www.marmiton.org/recettes/recette_crabe-a-la-chinoise_32573.aspx
Crevettes à l'ail et sa julienne de courgettes,https://www.marmiton.org/recettes/recette_crevettes-a-l-ail-et-sa-julienne-de-courgettes_331121.aspx
Crevettes au beurre d'ail,https://www.marmiton.org/recettes/recette_crevettes-au-beurre-d-ail_32717.aspx
Croque-Monsieur mozzarella avocat,https://www.marmiton.org/recettes/recette_croque-monsieur-mozzarella-avocat_66341.aspx
Cuisse de dinde au vin blanc,https://www.marmiton.org/recettes/recette_cuisse-de-dinde-au-vin-blanc_88884.aspx
Curry mussaman,https://www.marmiton.org/recettes/recette_curry-mussaman_50459.aspx
Dés de poulet au miel et son tartare de concombre-pommes-chèvre,https://www.marmiton.org/recettes/recette_des-de-poulet-au-miel-et-son-tartare-de-concombre-pommes-chevre_194916.aspx
Dorade au four facile (à la tomate et aux câpres),https://www.marmiton.org/recettes/recette_dorade-au-four-facile-tomate-capres_223324.aspx
Emincés d'agneau au curry,https://www.marmiton.org/recettes/recette_eminces-d-agneau-au-curry_58365.aspx
Escalope luculus de ma maman,https://www.marmiton.org/recettes/recette_escalope-luculus-de-ma-maman_95765.aspx
Escalopes bolognaise à l'italienne,https://www.marmiton.org/recettes/recette_escalopes-bolognaise-a-l-italienne_52211.aspx
Escalopes bolognaises,https://www.marmiton.org/recettes/recette_escalopes-bolognaises_16588.aspx
Escalopes florentines,https://www.marmiton.org/recettes/recette_escalopes-florentines_15204.aspx
Filet mignon moelleux aux endives,https://www.marmiton.org/recettes/recette_filet-mignon-moelleux_221262.aspx
Foie gras confit dans sa graisse,https://www.marmiton.org/recettes/recette_mon-foie-gras-confit-dans-sa-graisse_232352.aspx
Fricassée de pommes de terre campagnarde,https://www.marmiton.org/recettes/recette_fricassee-de-pommes-de-terre-campagnarde_28352.aspx
Gratin au thon et oeufs,https://www.marmiton.org/recettes/recette_gratin-au-thon-et-oeufs_25962.aspx
Gratin de morue à la normande,https://www.marmiton.org/recettes/recette_gratin-de-morue-a-la-normande_25980.aspx
Gratin de pâtes au parmesan et curry,https://www.marmiton.org/recettes/recette_gratin-de-pates-au-parmesan-et-curry_326068.aspx
Hachis parmentier aux brocolis,https://www.marmiton.org/recettes/recette_hachis-parmentier-aux-brocolis_64131.aspx
Joue de porc à ma façon,https://www.marmiton.org/recettes/recette_joue-de-porc-a-ma-facon_232173.aspx
Langoustines grillées à zaza,https://www.marmiton.org/recettes/recette_langoustines-grillees-a-zaza_82779.aspx
Langue de porc sauce persillée,https://www.marmiton.org/recettes/recette_langue-de-porc-sauce-persillee_345555.aspx
Lapin à la moutarde et aux champignons,https://www.marmiton.org/recettes/recette_lapin-a-la-moutarde-et-aux-champignons_26237.aspx
Lapin sauce marengo,https://www.marmiton.org/recettes/recette_lapin-sauce-marengo_19958.aspx
Lasagne alla napoletana,https://www.marmiton.org/recettes/recette_lasagne-alla-napoletana_165731.aspx
Le rôti de boeuf en croûte de la belle Hélène,https://www.marmiton.org/recettes/recette_le-roti-de-boeuf-en-croute-de-la-belle-helene_52923.aspx
Magrets de canard aux griottes,https://www.marmiton.org/recettes/recette_magrets-de-canard-aux-griottes_26510.aspx
Moules à l'ail au basilic et à la crème,https://www.marmiton.org/recettes/recette_moules-a-l-ail-au-basilic-et-a-la-creme_25031.aspx
Moussaka aux épices,https://www.marmiton.org/recettes/recette_moussaka-aux-epices_25068.aspx
"Nouilles chinoises aux crevettes, gingembre et citron vert",https://www.marmiton.org/recettes/recette_nouilles-chinoises-aux-crevettes-gingembre-et-citron-vert_36887.aspx
Oie farcie et sa sauce au cidre,https://www.marmiton.org/recettes/recette_oie-farcie-et-sa-sauce-au-cidre_29502.aspx
Omelette aux haricots verts,https://www.marmiton.org/recettes/recette_omelette-d-haricots_195400.aspx
Omelette berbère,https://www.marmiton.org/recettes/recette_omelette-berbere_80424.aspx
Omelette paysanne,https://www.marmiton.org/recettes/recette_omelette-paysanne_68864.aspx
"Paëlla de fruits de mer, chorizo et poulet au Companion",https://www.marmiton.org/recettes/recette_paella-de-fruits-de-mer-chorizo-et-poulet-au-companion_383387.aspx
Paëlla Valenciana mixte,https://www.marmiton.org/recettes/recette_paella-valenciana-mixte_70475.aspx
Parmentier aux brocolis,https://www.marmiton.org/recettes/recette_parmentier-aux-brocolis_20772.aspx
Pâtes aux noix de Saint-Jacques à l'ail,https://www.marmiton.org/recettes/recette_pates-aux-noix-de-st-jacques-a-l-ail_222580.aspx
Pâtes cuites façon risotto,https://www.marmiton.org/recettes/recette_pates-cuites-facon-risotto_46961.aspx
Pâtes parfumées à l'huile et à l'ail,https://www.marmiton.org/recettes/recette_pates-parfumees-a-l-huile-et-a-l-ail_335670.aspx
Pela des Aravis (tartiflette rapide),https://www.marmiton.org/recettes/recette_pela-des-aravis-tartiflette-rapide_17921.aspx
Poisson au curry de Madras au lait de coco,https://www.marmiton.org/recettes/recette_poisson-au-curry-de-madras-au-lait-de-coco_44090.aspx
Poivrons farcis express,https://www.marmiton.org/recettes/recette_poivrons-farcis-express_19843.aspx
Poulet sauce à la moutarde et au fromage,https://www.marmiton.org/recettes/recette_poulet-sauce-a-la-moutarde-et-au-fromage_328840.aspx
Quenelles au fromage blanc (=knepple),https://www.marmiton.org/recettes/recette_quenelles-au-fromage-blanc-knepple_93655.aspx
Râble de lièvre à la jurassienne,https://www.marmiton.org/recettes/recette_rable-de-lievre-a-la-jurassienne_10662.aspx
Riz au lard et aux oignons,https://www.marmiton.org/recettes/recette_riz-au-lard-et-aux-oignons_25418.aspx
Romazave (Madagascar),https://www.marmiton.org/recettes/recette_romazave-madagascar_30616.aspx
Rosbeef 3/4 d'heure,https://www.marmiton.org/recettes/recette_rosbeef-3-4-d-heure_37378.aspx
Rôti de porc aux salsifis en cocotte,https://www.marmiton.org/recettes/recette_roti-de-porc-aux-salsifis-en-cocotte_194812.aspx
Rôti de porc farci aux herbes,https://www.marmiton.org/recettes/recette_roti-de-porc-farci-aux-herbes_80523.aspx
Roti de Porc farci aux pruneaux,https://www.marmiton.org/recettes/recette_roti-de-porc-farci-aux-pruneaux_14346.aspx
Saint-Jacques grillées au beurre blanc,https://www.marmiton.org/recettes/recette_saint-jacques-grillees-au-beurre-blanc_29026.aspx
Salade de légumes grillés et de polenta,https://www.marmiton.org/recettes/recette_salade-de-legumes-grilles-et-de-polenta_59342.aspx
Salades de lentilles et saucisses,https://www.marmiton.org/recettes/recette_salades-de-lentilles-et-saucisses_19352.aspx
Soupe thaï piquante aux crevettes au curry rouge,https://www.marmiton.org/recettes/recette_soupe-thai-piquante-aux-crevettes_311714.aspx
"Spaghettis à la tomate, aux œufs et au parmesan",https://www.marmiton.org/recettes/recette_spaghettis-a-la-tomate-aux-oeufs-et-au-parmesan_348127.aspx
Tagliatelles au poulet et lait de coco,https://www.marmiton.org/recettes/recette_tagliatelles-au-poulet-et-lait-de-coco_46319.aspx
Tagliatelles au roquefort et jambon,https://www.marmiton.org/recettes/recette_tagliatelles-au-roquefort-et-jambon_21844.aspx
Tagliatelles aux fruits de mer version rapide,https://www.marmiton.org/recettes/recette_tagliatelles-aux-fruits-de-mer-version-rapide_66891.aspx
Tajine de Poisson aux crevettes,https://www.marmiton.org/recettes/recette_tajine-de-poisson-aux-crevettes_54820.aspx
Tartiflette au jambon à ma façon,https://www.marmiton.org/recettes/recette_tartiflette-au-jambon-a-ma-facon_42079.aspx
Travers de porc à la moutarde et au miel,https://www.marmiton.org/recettes/recette_travers-de-porc-a-la-moutarde-et-au-miel_12029.aspx
Verrine de Foie Gras à la confiture de Figues,https://www.marmiton.org/recettes/recette_verrine-de-foie-gras-a-la-confiture-de-figues_85055.aspx
"Viande palak (veau, agneau, volaille aux épinards) (plat indien)",https://www.marmiton.org/recettes/recette_viande-palak-veau-agneau-volaille-aux-epinards-plat-indien_67184.aspx
Cheese naan façon pizza et panna cotta,https://www.marmiton.org/recettes/recette_cheese-naan-facon-pizza-panna-cotta_533970.aspx
Courgettes rondes farcies au thon,https://www.marmiton.org/recettes/recette_courgettes-rondes-farcies-au-thon_95560.aspx
Couscous biskra,https://www.marmiton.org/recettes/recette_couscous-biskra_52660.aspx
Lasagnes aux cèpes et à la ricotta,https://www.marmiton.org/recettes/recette_lasagnes-aux-cepes-et-a-la-ricotta_31378.aspx
Linguine au crabe et courgettes façon sicilienne,https://www.marmiton.org/recettes/recette_linguine-au-crabe-et-courgettes-facon-sicilienne_52161.aspx
"Papillottes de flétan, pommes et curry",https://www.marmiton.org/recettes/recette_papillottes-de-fletan-pommes-curry_222820.aspx
Sauté d'agneau au riz,https://www.marmiton.org/recettes/recette_saute-d-agneau-au-riz_23012.aspx
Chou-fleur rôti sucré salé en 25 minutes,https://www.marmiton.org/recettes/recette_chou-fleur-roti-aux-fruits-secs_374875.aspx
Côte de porc aux légumes et tagliatelles,https://www.marmiton.org/recettes/recette_cote-de-porc-aux-poivrons_194998.aspx
Tendresse de poulet et sa sauce acidulée,https://www.marmiton.org/recettes/recette_tendresse-de-poulet-et-sa-sauce-acidulee_71928.aspx
Crevettes au naturel,https://www.marmiton.org/recettes/recette_crevettes-au-naturel_27293.aspx
Gambas Thaï Sautées au Gingembre et Basilic,https://www.marmiton.org/recettes/recette_gambas-thai-sautees-au-gingembre-et-basilic_86103.aspx
"Mon tajine aux abricots, amandes et pistaches",https://www.marmiton.org/recettes/recette_mon-tajine-aux-abricots-amandes-et-pistaches_168517.aspx
Pâtes aux Saint Jacques,https://www.marmiton.org/recettes/recette_pates-aux-saint-jacques_392222.aspx
Poulet au coco sur son lit de riz jaune,https://www.marmiton.org/recettes/recette_poulet-au-coco-sur-son-lit-de-riz-jaune_84097.aspx
Quiche Lorraine au curry,https://www.marmiton.org/recettes/recette_quiche-lorraine-au-curry_81273.aspx
Saucisses aux lentilles au Cooking Chef,https://www.marmiton.org/recettes/recette_saucisses-aux-lentilles-au-cooking-chef_383590.aspx
"Soupe de potimarron, Saint-Jacques rôties et chips de parmesan",https://www.marmiton.org/recettes/recette_soupe-de-potimarron-saint-jacques-roties-et-chips-de-parmesan_346316.aspx
Soupe indienne simplissime,https://www.marmiton.org/recettes/recette_soupe-indienne-simplissime_84532.aspx
Tartare de saumon et Saint-Jacques aux herbes fraîches,https://www.marmiton.org/recettes/recette_tartare-de-saumon-et-saint-jacques-aux-herbes-fraiches_14983.aspx
Tarte tartiflette,https://www.marmiton.org/recettes/recette_tarte-tartiflette_61881.aspx
Bar en papillotte à la moutarde et au romarin,https://www.marmiton.org/recettes/recette_bar-en-papillotte-a-la-moutarde-et-au-romarin_65389.aspx
Beignets de gambas épicés,https://www.marmiton.org/recettes/recette_beignets-de-gambas-epices_26343.aspx
Blancs de poulet au persil et à l'ail,https://www.marmiton.org/recettes/recette_blancs-de-poulet-au-persil-et-a-l-ail_307763.aspx
Blanquette de veau,https://www.marmiton.org/recettes/recette_blanquette-de-veau_24069.aspx
Blanquette de veau de la Baronne,https://www.marmiton.org/recettes/recette_blanquette-de-veau-de-la-baronne_25395.aspx
Bonbons au foie gras,https://www.marmiton.org/recettes/recette_bonbons-au-foie-gras_33315.aspx
"Brochette de Saint-Jacques au lard, papillote de légumes à la crème",https://www.marmiton.org/recettes/recette_brochette-de-saint-jacques-au-lard-papillote-de-legumes-a-la-creme_35813.aspx
Butternut au comté et à la quenelle,https://www.marmiton.org/recettes/recette_butternut-au-comte-et-a-la-quenelle_313203.aspx
Champignons farcis au beurre d'escargot,https://www.marmiton.org/recettes/recette_champignons-farcis-au-beurre-d-escargot_25735.aspx
Chaussons de viande au curry,https://www.marmiton.org/recettes/recette_chaussons-de-viande-au-curry_36013.aspx
Colombo de poulet au Thermomix,https://www.marmiton.org/recettes/recette_colombo-de-poulet-au-thermomix_383213.aspx
Crêpes poulet - curry,https://www.marmiton.org/recettes/recette_crepes-poulet-curry_44573.aspx
Crevettes japonaises,https://www.marmiton.org/recettes/recette_crevettes-japonaises_26584.aspx
Crevettes lardées sauce moutardée,https://www.marmiton.org/recettes/recette_crevettes-lardees-sauce-moutardee_333821.aspx
Croustade de Saint Jacques sur fondue de poireaux,https://www.marmiton.org/recettes/recette_croustade-de-saint-jacques-sur-fondue-de-poireaux_343983.aspx
Daube de boeuf de Sophie,https://www.marmiton.org/recettes/recette_daube-de-boeuf-de-sophie_63292.aspx
Entrecôte de boeuf à la sauce fromagère aux échalotes et son riz basmati,https://www.marmiton.org/recettes/recette_entrecote-de-boeuf-a-la-sauce-fromagere-aux-echalotes-et-son-riz-basmati_69248.aspx
Filet mignon au roquefort et au Porto,https://www.marmiton.org/recettes/recette_filet-mignon-au-roquefort-et-au-porto_13898.aspx
Filets de poisson au beurre blanc et à la truffe,https://www.marmiton.org/recettes/recette_filets-de-poisson-au-beurre-blanc-et-a-la-truffe_86503.aspx
Filets de rouget à la crème d'oursins,https://www.marmiton.org/recettes/recette_filets-de-rouget-a-la-creme-d-oursins_13725.aspx
Galette de kechek,https://www.marmiton.org/recettes/recette_galette-de-kechek_392185.aspx
Gambas au chorizo,https://www.marmiton.org/recettes/recette_gambas-au-chorizo_71473.aspx
Glace au foie gras,https://www.marmiton.org/recettes/recette_glace-au-foie-gras_83543.aspx
Gratin de polenta de Mémé,https://www.marmiton.org/recettes/recette_gratin-de-polenta-de-meme_328698.aspx
Lasagne à la béchamel de ricotta,https://www.marmiton.org/recettes/recette_lasagne-a-la-bechamel-de-ricotta_63247.aspx
Lasagne aux deux sauces,https://www.marmiton.org/recettes/recette_lasagne-aux-deux-sauces_11893.aspx
Lasagnes bio veau et béchamel,https://www.marmiton.org/recettes/recette_lasagnes-bio-veau-et-bechamel_374830.aspx
Lasagnes express au thon,https://www.marmiton.org/recettes/recette_lasagnes-express-au-thon_42316.aspx
"Linguine au blanc de poulet, sauce tomate, ail et huile d’olive",https://www.marmiton.org/recettes/recette_linguine-au-blanc-de-poulet-sauce-tomate_536854.aspx
Magret de canard sauce miel-romarin,https://www.marmiton.org/recettes/recette_magret-de-canard-sauce-miel-romarin_336425.aspx
Magrets de canard et pêches rôties,https://www.marmiton.org/recettes/recette_magrets-de-canard-et-peches-roties_231568.aspx
Moules bouchot à la crème,https://www.marmiton.org/recettes/recette_moules-bouchot-a-la-creme_38189.aspx
Moussaka bulgare,https://www.marmiton.org/recettes/recette_moussaka-bulgare_95206.aspx
Moussaka rapide,https://www.marmiton.org/recettes/recette_moussaka-rapide_24450.aspx
Mousse au crabe,https://www.marmiton.org/recettes/recette_mousse-au-crabe_35141.aspx
Noix Saint Jacques à la crème d'asperges blanches,https://www.marmiton.org/recettes/recette_noix-saint-jacques-a-la-creme-d-asperges-blanches_225419.aspx
Oeufs au curry,https://www.marmiton.org/recettes/recette_oeufs-au-curry_64448.aspx
Pâté aux foies de volaille (avec version sans porc),https://www.marmiton.org/recettes/recette_pate-aux-foies-de-volaille-avec-version-sans-porc_61353.aspx
Paupiettes de lapin en papillote,https://www.marmiton.org/recettes/recette_paupiettes-de-lapin-en-papillote_52144.aspx
Penne aubergines ricotta,https://www.marmiton.org/recettes/recette_penne-aubergines-ricotta_63185.aspx
Poêlée de légumes et tofu,https://www.marmiton.org/recettes/recette_poelee-de-legumes-et-tofu_165947.aspx
Poêlée de pommes de terre au saumon fumé et romarin,https://www.marmiton.org/recettes/recette_poelee-de-pommes-de-terre-au-saumon-fume-et-romarin_80334.aspx
Poisson pané à la sauce tomate,https://www.marmiton.org/recettes/recette_poisson-pane-a-la-sauce-tomate_344359.aspx
Poivrons farcis au barbecue,https://www.marmiton.org/recettes/recette_poivrons-farcis-au-barbecue_49930.aspx
Porc et aubergines au curry vert (Thaï),https://www.marmiton.org/recettes/recette_porc-et-aubergines-au-curry-vert-thai_223081.aspx
Poulet Façon Thaï au Curry Vert et Légumes,https://www.marmiton.org/recettes/recette_poulet-facon-thai-au-curry-vert-et-legumes_336536.aspx
Poulet sauce champignons parmesan,https://www.marmiton.org/recettes/recette_poulet-sauce-champignons-parmesan_347231.aspx
"Quiche aux champignons, crevettes et moules",https://www.marmiton.org/recettes/recette_quiche-aux-champignons-crevettes-et-moules_26906.aspx
"Risotto au saumon, champignons et petits pois",https://www.marmiton.org/recettes/recette_risotto-au-saumon-champignons-et-petits-pois_318738.aspx
Risotto aux légumes de printemps,https://www.marmiton.org/recettes/recette_risotto-aux-legumes-de-printemps_42907.aspx
Risotto aux poivrons et thon,https://www.marmiton.org/recettes/recette_risotto-aux-poivrons-et-thon_223422.aspx
Risotto de crevettes à l’ ail et au safran,https://www.marmiton.org/recettes/recette_risotto-de-crevettes-a-l-ail-et-au-safran_58526.aspx
Risotto fèves volaille,https://www.marmiton.org/recettes/recette_risotto-feves-volaille_315384.aspx
Risotto petits pois et asperges,https://www.marmiton.org/recettes/recette_risotto-petits-pois-et-asperges_71417.aspx
Rôti de porc au curry,https://www.marmiton.org/recettes/recette_roti-de-porc-au-curry_27778.aspx
Rôti de porc cuit dans une sauce moutarde,https://www.marmiton.org/recettes/recette_roti-de-porc-cuit-dans-une-sauce-moutarde_32530.aspx
Rôti de porc Orloff sauce forestière,https://www.marmiton.org/recettes/recette_roti-de-porc-orloff-sauce-forestiere_228689.aspx
Rôti de veau au miel,https://www.marmiton.org/recettes/recette_roti-de-veau-au-miel_19546.aspx
Salade de pommes de terre au surimi moelleux,https://www.marmiton.org/recettes/recette_salade-de-pommes-de-terre-au-surimi-moelleux_533471.aspx
Salade fraîche vietnamienne,https://www.marmiton.org/recettes/recette_salade-fraiche-vietnamienne_227908.aspx
Saucisses Lentilles (aux knacks et à la Morteau),https://www.marmiton.org/recettes/recette_saucisses-lentilles-aux-knacks-et-a-la-morteau_335588.aspx
Saumon en papillote à l'estragon,https://www.marmiton.org/recettes/recette_saumon-en-papillote-a-l-estragon_28248.aspx
Spaghetti crémeux à l'oignon et au curry,https://www.marmiton.org/recettes/recette_spaghetti-cremeux-a-l-oignon-et-au-curry_27800.aspx
Tagliatelles épicées à la pancetta,https://www.marmiton.org/recettes/recette_tagliatelles-epicees-a-la-pancetta_49950.aspx
Terrine de foie gras au côteaux de l'Aubance,https://www.marmiton.org/recettes/recette_terrine-de-foie-gras-au-coteaux-de-l-aubance_83028.aspx
